customer_id,age,home_zone,customer_type,signup_date,loyalty_score,app_engagement_score,preferred_channel,account_status
C0334,63,AIRPORT,Consumer,04/03/24 15:17,59.6,57.9,APP,Dormant
C0335,33,NORTH,SME,11/08/25 11:08,45.3,34.6,APP,Active
C0336,33,AIRPORT,Consumer,04/12/25 16:33,59.6,38.3,PHONE,Dormant
C0337,71,NORTH,Consumer,06/10/25 06:05,45.8,52.4,WEB,Active
C0338,35,CENTRAL,Consumer,04/10/24 07:24,58.0,89.2,APP,Dormant
C0339,27,SOUTH,Consumer,13/02/25 20:28,46.6,66.6,APP,Active
C0340,43,EAST,Consumer,18/03/25 09:54,34.7,26.3,APP,Active
C0341,51,RIVERSIDE,Consumer,23/01/24 04:02,68.1,66.7,PHONE,Dormant
C0342,20,WEST,Consumer,11/03/25 22:48,64.1,75.7,APP,Active
C0343,75,CENTRAL,Consumer,29/04/25 18:31,58.3,71.3,WEB,Active
C0344,56,CENTRAL,Consumer,01/01/24 02:25,66.5,34.9,APP,Active
C0345,18,NORTH,Consumer,24/06/25 14:28,93.5,56.9,WEB,Active
C0346,46,AIRPORT,Consumer,11/09/24 03:14,62.9,98.5,APP,Dormant
C0347,18,RIVERSIDE,Enterprise,07/06/24 04:33,54.9,40.4,WEB,Dormant
C0348,26,NORTH,Consumer,29/11/25 03:52,74.9,64.5,APP,Active
C0349,24,WEST,Enterprise,18/12/25 20:54,34.7,43.9,PHONE,Active
C0350,46,SOUTH,Consumer,13/04/25 02:35,73.1,34.0,PARTNER API,Active
C0351,66,CENTRAL,Enterprise,10/02/24 00:50,48.6,49.9,APP,Active
C0352,46,NORTH,Consumer,08/05/24 07:36,47.9,77.7,APP,Active
C0353,50,WEST,Consumer,08/02/24 20:45,62.8,80.2,PHONE,Dormant
C0354,35,AIRPORT,Consumer,07/11/24 04:40,87.8,41.4,APP,Active
C0355,39,CENTRAL,Consumer,14/09/24 16:40,49.1,49.2,APP,Active
C0356,51,NORTH,Consumer,23/03/25 22:48,76.2,41.3,WEB,Active
C0357,25,AIRPORT,Consumer,24/04/24 03:04,67.0,18.7,APP,Active
C0358,22,SOUTH,Consumer,03/11/24 16:37,38.7,69.7,WEB,Active
C0359,23,AIRPORT,Consumer,15/07/24 12:16,75.7,87.8,APP,Active
C0360,78,WEST,Consumer,16/08/24 19:00,47.8,86.7,PHONE,Active
C0361,65,SOUTH,Consumer,11/01/24 17:19,59.6,49.3,WEB,Active
C0362,55,CENTRAL,Consumer,16/04/25 08:20,48.3,83.4,APP,Active
C0363,48,AIRPORT,SME,22/10/25 07:30,49.4,78.9,WEB,Active
C0364,67,CENTRAL,Consumer,22/06/25 07:35,70.5,51.8,PARTNER API,Active
C0365,47,RIVERSIDE,Consumer,09/09/24 00:26,49.3,58.1,APP,Suspended
C0366,70,SOUTH,Consumer,22/12/25 20:19,59.6,51.2,PHONE,Dormant
C0367,51,SOUTH,SME,26/02/24 00:12,64.5,62.8,PHONE,Active
C0368,23,NORTH,Consumer,25/05/25 21:41,49.5,92.7,PHONE,Active
C0369,42,WEST,Consumer,06/03/25 02:16,47.6,40.7,APP,Active
C0370,18,EAST,Enterprise,21/08/24 21:27,64.6,35.6,APP,Active
C0371,57,EAST,Consumer,14/01/25 07:31,28.5,74.9,APP,Active
C0372,34,WEST,Consumer,04/02/24 22:21,26.2,59.4,PHONE,Active
C0373,34,SOUTH,Consumer,06/03/25 11:43,46.8,22.4,APP,Active
C0374,74,NORTH,SME,09/02/25 06:00,71.1,39.1,APP,Active
C0375,30,WEST,Consumer,26/10/24 23:54,63.9,42.6,APP,Active
C0376,40,SOUTH,SME,31/05/25 02:13,61.3,46.8,PHONE,Active
C0377,21,WEST,Consumer,22/05/25 06:19,57.6,64.5,PHONE,Active
C0378,38,RIVERSIDE,Consumer,17/07/24 07:29,26.2,77.3,APP,Active
C0379,22,SOUTH,Consumer,14/08/24 08:48,55.8,55.3,WEB,Active
C0380,24,CENTRAL,SME,29/10/24 03:39,32.6,61.2,WEB,Active
C0381,55,CENTRAL,Consumer,22/05/25 19:11,74.4,44.3,APP,Active
C0382,32,SOUTH,Consumer,16/08/24 15:26,60.9,77.8,APP,Active
C0383,70,WEST,Consumer,12/11/25 01:38,59.6,84.0,APP,Active
C0384,24,RIVERSIDE,Consumer,29/05/24 12:03,67.4,53.4,WEB,Active
C0385,25,EAST,Consumer,06/08/24 00:38,66.2,44.4,APP,Dormant
C0386,24,CENTRAL,Consumer,25/05/24 13:03,64.7,97.8,APP,Active
C0387,65,AIRPORT,Consumer,27/12/25 01:11,66.6,76.1,APP,Active
C0388,55,EAST,Consumer,06/02/25 14:57,51.6,41.5,APP,Active
C0389,70,RIVERSIDE,Consumer,30/12/25 10:46,39.6,26.3,APP,Active
C0390,51,CENTRAL,Consumer,25/04/24 02:59,66.5,52.9,APP,Active
C0391,64,WEST,Consumer,18/06/24 10:12,84.1,81.3,APP,Active
C0392,29,CENTRAL,Consumer,08/07/24 20:59,77.2,48.2,WEB,Active
C0393,42,EAST,Consumer,21/06/25 23:29,57.6,53.8,APP,Active
C0394,66,CENTRAL,Consumer,02/02/24 09:42,70.8,49.2,WEB,Active
C0395,76,SOUTH,SME,22/01/25 11:21,54.0,70.9,APP,Active
C0396,76,RIVERSIDE,Consumer,29/03/25 05:06,67.2,85.0,APP,Active
C0397,33,WEST,Consumer,03/01/24 02:17,51.3,34.6,WEB,Suspended
C0398,63,SOUTH,SME,23/03/24 11:26,63.2,53.1,APP,Active
C0399,61,EAST,SME,06/05/24 17:48,93.0,54.8,PHONE,Active
C0400,33,RIVERSIDE,Consumer,31/07/24 12:22,73.4,46.7,PARTNER API,Active
C0401,33,AIRPORT,Consumer,12/11/24 13:05,85.0,35.8,APP,Active
C0402,71,WEST,Consumer,20/02/24 22:30,48.6,74.2,APP,Active
C0403,19,EAST,Consumer,19/07/24 11:34,50.0,61.5,WEB,Active
C0404,25,EAST,Consumer,02/04/25 06:20,59.6,72.3,APP,Active
C0405,51,RIVERSIDE,Consumer,07/01/25 23:57,69.9,87.4,APP,Active
C0406,75,NORTH,Consumer,30/04/25 00:40,57.7,51.7,APP,Active
C0407,47,RIVERSIDE,Consumer,24/02/25 07:51,77.2,68.9,APP,Active
C0408,44,AIRPORT,Consumer,02/10/25 12:02,52.2,51.0,WEB,Active
C0409,45,SOUTH,Consumer,19/01/25 01:29,82.8,56.9,WEB,Dormant
C0410,65,EAST,SME,05/03/24 01:16,76.5,65.0,APP,Active
C0411,64,WEST,Consumer,18/07/24 23:04,43.1,55.5,PARTNER API,Active
C0412,70,AIRPORT,Consumer,12/09/25 10:23,70.3,29.9,APP,Active
C0413,32,RIVERSIDE,Consumer,05/10/24 10:39,57.4,87.3,APP,Active
C0414,21,RIVERSIDE,SME,14/02/24 08:47,77.3,61.5,WEB,Active
C0415,45,SOUTH,Consumer,07/12/25 10:59,52.4,36.9,APP,Active
C0416,34,SOUTH,Consumer,09/10/24 09:00,66.0,16.7,WEB,Active
C0417,72,WEST,Consumer,01/09/25 20:04,69.7,58.2,APP,Dormant
C0418,77,WEST,Consumer,25/01/24 07:06,16.9,71.1,WEB,Active
C0419,58,CENTRAL,Consumer,01/05/25 22:29,30.9,77.9,APP,Active
C0420,30,NORTH,Enterprise,30/01/25 08:58,63.0,79.9,APP,Active
C0421,34,CENTRAL,Consumer,16/03/25 15:08,59.0,51.4,APP,Active
C0422,71,RIVERSIDE,Consumer,23/05/25 05:00,77.3,70.9,WEB,Active
C0423,25,RIVERSIDE,Consumer,06/11/24 22:49,64.6,29.3,APP,Active
C0424,66,RIVERSIDE,SME,03/06/24 19:15,40.7,61.6,PARTNER API,Active
C0425,55,RIVERSIDE,Consumer,01/12/24 10:29,66.3,76.1,APP,Dormant
C0426,25,RIVERSIDE,SME,05/01/25 19:05,49.0,47.1,APP,Dormant
C0427,66,NORTH,SME,08/06/25 06:25,57.3,55.6,APP,Active
C0428,66,RIVERSIDE,SME,12/06/24 07:26,52.9,60.7,APP,Active
C0429,31,SOUTH,Consumer,07/03/24 20:02,66.6,61.3,APP,Dormant
C0430,29,EAST,Consumer,08/05/25 17:34,38.3,87.0,WEB,Active
C0431,76,WEST,SME,29/11/24 05:27,43.1,38.1,WEB,Dormant
C0432,36,RIVERSIDE,SME,17/04/24 02:16,25.4,84.2,WEB,Active
C0433,27,CENTRAL,Enterprise,01/10/25 02:13,95.3,34.9,PHONE,Active
C0434,62,EAST,Consumer,08/04/24 13:31,45.0,46.0,WEB,Active
C0435,27,EAST,Consumer,27/12/25 14:11,47.2,43.9,APP,Active
C0436,20,RIVERSIDE,SME,27/08/24 04:26,42.5,57.0,APP,Active
C0437,51,AIRPORT,Consumer,16/04/25 19:57,50.7,49.3,APP,Active
C0438,22,NORTH,Consumer,21/11/25 07:47,54.0,67.9,APP,Active
C0439,20,SOUTH,Consumer,05/07/25 21:48,70.8,58.9,APP,Active
C0440,48,EAST,Consumer,04/05/24 09:18,63.8,100.0,APP,Active
C0441,42,SOUTH,Consumer,13/10/24 18:17,66.3,66.0,PHONE,Active
C0442,23,WEST,Consumer,16/01/25 08:47,51.5,53.9,APP,Active
C0443,20,SOUTH,Consumer,23/09/24 06:28,59.8,65.8,NOT_SET,Active
C0444,67,CENTRAL,Consumer,10/09/24 05:15,80.5,70.1,WEB,Active
C0445,26,RIVERSIDE,SME,29/08/24 04:18,60.6,55.1,APP,Active
C0446,20,AIRPORT,SME,15/08/25 06:20,65.9,37.5,PARTNER API,Dormant
C0447,42,NORTH,Consumer,07/03/24 12:16,28.5,43.4,APP,Active
C0448,42,SOUTH,Consumer,08/09/24 16:33,69.3,62.1,APP,Active
C0449,67,EAST,Enterprise,24/08/24 20:51,65.1,74.6,APP,Active
C0450,64,CENTRAL,Consumer,12/04/24 20:29,81.6,67.9,NOT_SET,Active
C0451,56,EAST,Consumer,07/02/24 03:00,17.0,57.1,WEB,Active
C0452,70,SOUTH,Consumer,01/05/25 07:53,61.4,69.4,APP,Active
C0453,76,EAST,Consumer,04/04/25 11:02,58.9,49.3,PHONE,Dormant
C0454,28,SOUTH,Consumer,27/10/24 07:07,62.2,63.6,APP,Active
C0455,43,AIRPORT,Consumer,21/02/24 06:38,50.8,85.7,PHONE,Active
C0456,25,CENTRAL,SME,20/08/25 06:59,64.2,79.9,PHONE,Active
C0457,41,EAST,Consumer,17/03/24 11:32,72.0,84.5,APP,Active
C0458,37,CENTRAL,Enterprise,01/07/24 14:38,61.5,51.7,APP,Active
C0459,20,WEST,Consumer,23/09/24 21:00,56.1,62.6,APP,Dormant
C0460,27,WEST,Consumer,18/04/24 20:38,57.3,39.5,WEB,Active
C0461,55,EAST,Consumer,27/12/25 19:22,54.5,76.2,APP,Active
C0462,61,WEST,Enterprise,10/08/24 01:23,61.4,50.6,PARTNER API,Active
C0463,39,RIVERSIDE,Consumer,14/12/24 04:02,49.2,33.6,APP,Dormant
C0464,71,AIRPORT,Enterprise,27/07/24 08:02,28.8,49.2,PHONE,Dormant
C0465,65,AIRPORT,Consumer,05/09/25 23:41,82.4,63.5,APP,Active
C0466,26,NORTH,Consumer,27/07/24 00:52,32.5,16.7,APP,Active
C0467,49,WEST,Enterprise,01/12/24 13:43,58.7,31.7,WEB,Active
C0468,45,EAST,Consumer,15/01/25 05:39,39.7,77.4,WEB,Dormant
C0469,20,NORTH,Consumer,15/11/24 02:13,59.6,60.5,APP,Active
C0470,39,EAST,SME,02/02/24 15:35,45.1,57.8,APP,Active
C0471,42,NORTH,Consumer,10/05/25 02:26,59.9,28.0,APP,Dormant
C0472,21,SOUTH,SME,13/04/24 12:42,47.1,88.8,APP,Dormant
C0473,72,AIRPORT,Consumer,17/07/25 04:40,39.8,78.2,WEB,Active
C0474,40,CENTRAL,Consumer,30/06/25 02:41,65.5,72.0,APP,Active
C0475,47,CENTRAL,Consumer,16/06/24 12:44,81.9,37.5,APP,Active
C0476,59,NORTH,Consumer,04/10/24 13:18,66.0,69.6,APP,Active
C0477,53,SOUTH,SME,14/11/25 09:26,62.2,80.4,PARTNER API,Active
C0478,43,NORTH,Consumer,22/02/24 09:47,43.6,52.4,APP,Active
C0479,48,NORTH,Enterprise,03/08/25 11:26,59.1,53.9,APP,Active
C0480,26,NORTH,Enterprise,02/03/25 00:55,67.6,49.6,APP,Dormant
C0481,40,RIVERSIDE,Consumer,07/01/25 20:12,50.0,70.0,NOT_SET,Active
C0482,73,RIVERSIDE,Enterprise,04/02/25 23:25,74.8,54.1,WEB,Active
C0483,24,SOUTH,Enterprise,27/07/24 00:27,59.7,52.6,APP,Active
C0484,23,SOUTH,Consumer,09/06/24 13:07,66.0,31.0,WEB,Active
C0485,41,RIVERSIDE,SME,02/04/24 12:36,52.4,27.0,APP,Active
C0486,50,WEST,Enterprise,08/01/25 14:49,52.5,76.4,APP,Active
C0487,61,EAST,SME,15/06/24 04:00,63.9,88.5,WEB,Active
C0488,63,WEST,Consumer,22/02/24 17:09,66.5,75.0,WEB,Active
C0489,49,SOUTH,Consumer,18/10/25 12:05,65.9,85.5,APP,Active
C0490,78,CENTRAL,Consumer,09/08/25 19:59,44.0,48.3,WEB,Active
C0491,60,CENTRAL,Consumer,14/01/25 23:32,48.6,57.6,WEB,Active
C0492,22,WEST,Consumer,24/06/24 04:22,60.0,65.6,PHONE,Active
C0493,76,AIRPORT,Consumer,17/10/24 05:33,30.6,55.4,WEB,Active
C0494,34,NORTH,Consumer,24/06/24 02:06,77.0,90.3,PHONE,Active
C0495,20,CENTRAL,Consumer,27/01/25 15:48,65.3,33.3,APP,Dormant
C0496,23,RIVERSIDE,Consumer,21/07/24 09:08,60.9,47.6,APP,Active
C0497,65,NORTH,Consumer,14/02/24 15:20,48.8,51.9,APP,Active
C0498,73,WEST,Enterprise,24/02/24 19:59,73.4,45.1,APP,Active
C0499,40,CENTRAL,Consumer,13/10/25 12:05,55.9,74.5,APP,Active
C0500,47,EAST,Consumer,30/12/25 19:44,90.6,20.6,APP,Active
C0501,42,RIVERSIDE,SME,13/06/24 20:50,66.5,80.1,APP,Active
C0502,38,WEST,SME,15/08/24 19:25,36.3,75.7,APP,Active
C0503,38,WEST,Consumer,21/09/25 06:53,71.8,64.5,APP,Active
C0504,66,RIVERSIDE,Consumer,29/04/25 05:36,51.7,85.1,APP,Active
C0505,36,NORTH,Consumer,11/08/24 01:25,51.9,100.0,PHONE,Active
C0506,19,AIRPORT,Enterprise,14/06/25 05:24,56.3,62.0,APP,Active
C0507,32,NORTH,Consumer,02/01/25 03:09,58.1,72.4,APP,Active
C0508,76,EAST,Consumer,09/09/24 23:52,64.2,66.0,APP,Active
C0509,77,WEST,Consumer,16/07/24 01:56,59.6,68.5,WEB,Dormant
C0510,42,WEST,Consumer,29/07/25 21:02,67.4,49.0,APP,Active
C0511,23,NORTH,Consumer,14/11/25 10:07,48.5,45.0,APP,Active
C0512,59,EAST,Consumer,03/02/25 19:29,38.5,70.2,WEB,Active
C0513,50,EAST,Consumer,17/07/25 20:49,47.2,48.8,APP,Active
C0514,22,RIVERSIDE,Consumer,09/11/24 20:26,65.9,76.4,APP,Active
C0515,38,RIVERSIDE,Consumer,11/11/24 18:15,74.0,73.9,PHONE,Active
C0516,49,CENTRAL,Consumer,11/03/25 12:42,88.9,50.3,WEB,Active
C0517,66,RIVERSIDE,Consumer,11/01/25 14:32,38.5,65.7,APP,Active
C0518,62,AIRPORT,Consumer,24/03/25 05:01,61.4,60.3,APP,Active
C0519,64,EAST,Enterprise,04/01/24 19:31,56.4,56.2,PHONE,Active
C0520,50,NORTH,Consumer,21/04/25 07:28,53.6,80.4,PARTNER API,Active
C0521,47,CENTRAL,Consumer,25/09/25 14:53,62.3,59.6,PHONE,Active
C0522,28,EAST,Consumer,02/07/24 15:25,56.1,63.3,APP,Suspended
C0523,77,NORTH,Consumer,19/04/24 02:08,55.8,22.0,WEB,Active
C0524,67,RIVERSIDE,Consumer,02/01/25 13:23,49.7,70.2,PHONE,Active
C0525,68,RIVERSIDE,Consumer,03/04/24 14:32,66.4,31.6,APP,Active
C0526,70,WEST,Consumer,06/06/25 21:02,76.9,51.6,PARTNER API,Active
C0527,73,CENTRAL,Consumer,11/02/24 20:08,86.2,89.5,WEB,Active
C0528,45,CENTRAL,Consumer,25/03/24 23:20,51.6,92.8,APP,Active
C0529,41,RIVERSIDE,SME,07/06/25 02:03,43.2,51.5,APP,Active
C0530,28,WEST,SME,31/05/25 12:41,55.9,35.1,PARTNER API,Active
C0531,74,CENTRAL,SME,19/05/24 00:54,46.7,66.5,PARTNER API,Dormant
C0532,73,SOUTH,Consumer,08/03/24 19:46,76.5,51.4,PHONE,Active
C0533,35,SOUTH,Consumer,10/12/25 03:12,46.9,65.4,APP,Active
C0534,58,WEST,Consumer,14/05/24 15:18,61.2,33.4,APP,Active
C0535,39,SOUTH,Consumer,18/06/24 21:50,38.6,80.2,WEB,Active
C0536,56,NORTH,Consumer,14/08/24 02:53,54.5,88.4,APP,Active
C0537,26,EAST,Consumer,25/12/24 19:48,63.1,31.5,PHONE,Dormant
C0538,28,CENTRAL,Enterprise,15/09/24 05:20,84.5,44.3,APP,Dormant
C0539,21,SOUTH,Consumer,20/09/25 08:57,49.0,45.8,WEB,Dormant
C0540,75,AIRPORT,Consumer,12/04/25 04:16,66.0,72.9,WEB,Active
C0541,48,CENTRAL,Consumer,29/05/25 15:13,26.8,21.6,APP,Active
C0542,73,CENTRAL,Consumer,29/08/25 08:39,40.7,62.9,PHONE,Active
C0543,20,RIVERSIDE,Consumer,02/06/25 07:20,47.0,54.7,APP,Dormant
C0544,72,NORTH,Consumer,16/01/25 01:12,52.1,44.0,APP,Active
C0545,18,SOUTH,Consumer,05/07/24 12:10,66.9,72.4,APP,Active
C0546,67,RIVERSIDE,Consumer,13/10/25 08:43,70.1,22.0,WEB,Active
C0547,55,RIVERSIDE,SME,01/12/24 12:10,34.3,33.0,WEB,Active
C0548,56,NORTH,Enterprise,27/09/24 03:49,68.5,44.1,APP,Active
C0549,54,AIRPORT,Consumer,27/06/25 01:40,42.2,72.5,APP,Active
C0550,39,NORTH,Consumer,03/01/25 14:35,89.4,52.4,APP,Active
C0551,51,NORTH,SME,17/06/25 18:44,65.0,43.3,APP,Active
C0552,41,NORTH,Consumer,17/04/24 08:34,62.4,68.2,APP,Active
C0553,23,SOUTH,Consumer,06/10/25 12:47,57.2,49.9,APP,Active
C0554,37,EAST,Consumer,15/01/25 08:24,59.5,46.8,APP,Active
C0555,58,RIVERSIDE,Consumer,12/01/25 18:09,60.0,53.3,PARTNER API,Active
C0556,20,EAST,Consumer,03/01/25 10:48,48.9,65.5,WEB,Dormant
C0557,44,NORTH,SME,24/03/24 14:14,71.9,100.0,APP,Active
C0558,23,SOUTH,Consumer,29/06/24 19:47,64.3,38.5,PHONE,Active
C0559,72,NORTH,Consumer,19/02/24 09:52,72.0,64.4,PARTNER API,Active
C0560,29,NORTH,SME,12/06/25 08:19,59.0,56.2,WEB,Active
C0561,65,EAST,Consumer,16/10/25 18:59,70.9,54.3,APP,Active
C0562,56,WEST,Consumer,10/11/25 10:46,47.9,88.0,PHONE,Active
C0563,51,SOUTH,Consumer,02/01/24 23:02,99.0,73.9,PHONE,Dormant
C0564,64,EAST,Consumer,14/08/24 04:18,48.6,72.0,WEB,Active
C0565,38,NORTH,SME,22/09/25 20:27,52.8,50.7,APP,Dormant
C0566,21,CENTRAL,Consumer,03/03/25 16:23,75.4,43.2,APP,Active
C0567,74,EAST,Consumer,18/02/24 04:31,79.7,64.9,APP,Active
C0568,22,SOUTH,Consumer,20/08/24 19:41,47.2,53.9,APP,Active
C0569,24,WEST,Consumer,16/02/24 00:03,33.4,48.5,APP,Active
C0570,41,SOUTH,Enterprise,03/01/24 18:22,37.6,72.1,APP,Active
C0571,33,SOUTH,Consumer,07/11/24 03:33,44.1,36.5,PHONE,Active
C0572,66,NORTH,Enterprise,31/12/24 17:14,47.4,45.6,APP,Active
C0573,47,AIRPORT,SME,27/02/25 18:19,57.3,74.4,APP,Active
C0574,54,SOUTH,SME,26/08/25 04:13,76.4,57.9,APP,Active
C0575,25,RIVERSIDE,Consumer,10/01/25 19:53,77.2,72.1,WEB,Active
C0576,65,EAST,SME,01/05/25 05:08,50.2,43.3,APP,Dormant
C0577,56,NORTH,Consumer,15/01/24 07:45,68.6,72.9,APP,Active
C0578,63,CENTRAL,SME,01/06/24 14:06,74.1,46.0,APP,Active
C0579,61,CENTRAL,Consumer,06/03/24 20:09,82.4,85.3,APP,Active
C0580,24,RIVERSIDE,Consumer,12/11/25 08:25,57.4,74.6,PHONE,Active
C0581,78,NORTH,Consumer,27/09/24 00:03,48.1,68.4,APP,Dormant
C0582,29,AIRPORT,Consumer,22/10/25 17:57,71.9,88.7,PHONE,Active
C0583,23,AIRPORT,Consumer,24/12/24 19:41,84.2,66.2,APP,Dormant
C0584,66,EAST,Consumer,15/08/25 14:38,51.5,47.6,PARTNER API,Active
C0585,42,WEST,Consumer,14/06/25 23:31,91.1,89.1,APP,Active
C0586,47,CENTRAL,Consumer,11/09/24 05:57,87.4,66.2,APP,Active
C0587,28,SOUTH,Consumer,01/01/24 01:03,55.7,82.8,APP,Active
C0588,47,RIVERSIDE,SME,28/06/25 00:25,34.8,62.6,WEB,Active
C0589,69,CENTRAL,Consumer,09/07/24 07:10,50.4,81.8,APP,Dormant
C0590,68,AIRPORT,SME,29/02/24 03:00,54.3,43.3,APP,Active
C0591,60,WEST,Enterprise,19/09/25 17:42,59.6,35.8,APP,Active
C0592,54,WEST,Consumer,20/07/24 04:26,33.2,33.1,APP,Active
C0593,67,SOUTH,SME,23/07/24 16:38,98.8,74.2,PHONE,Active
C0594,70,EAST,Consumer,20/10/25 16:41,97.4,22.5,WEB,Active
C0595,72,CENTRAL,Consumer,18/10/25 13:52,48.3,26.0,PHONE,Active
C0596,43,RIVERSIDE,Consumer,19/09/25 05:32,30.1,32.9,PARTNER API,Dormant
C0597,74,NORTH,Consumer,12/11/24 02:19,57.2,64.3,PHONE,Active
C0598,28,NORTH,Consumer,02/10/25 01:56,66.7,68.2,APP,Active
C0599,40,NORTH,Consumer,04/05/25 22:34,81.4,44.4,APP,Active
C0600,34,EAST,Consumer,07/01/24 12:54,71.3,74.8,APP,Active
C0601,34,AIRPORT,Consumer,23/03/25 23:58,56.7,66.0,PHONE,Active
C0602,52,SOUTH,SME,21/04/25 02:47,28.4,82.9,APP,Active
C0603,34,WEST,Enterprise,02/11/25 14:11,68.1,77.9,WEB,Active
C0604,30,WEST,Consumer,19/08/24 03:16,73.4,46.9,APP,Active
C0605,21,AIRPORT,Consumer,25/08/24 20:02,54.9,63.8,APP,Active
C0606,68,SOUTH,Consumer,06/05/24 10:57,64.3,56.9,APP,Active
C0607,44,NORTH,Consumer,12/12/25 08:45,63.1,68.8,APP,Active
C0608,46,WEST,SME,23/02/24 08:40,56.0,63.9,PHONE,Active
C0609,70,EAST,Consumer,21/07/25 21:27,41.4,60.5,PHONE,Active
C0610,55,SOUTH,Consumer,03/12/25 16:16,65.3,73.5,APP,Active
C0611,43,AIRPORT,Consumer,29/10/24 20:59,37.2,61.2,PARTNER API,Active
C0612,53,CENTRAL,Consumer,10/08/24 02:56,82.3,74.0,APP,Active
C0613,40,NORTH,Consumer,03/06/25 00:10,45.5,60.7,APP,Suspended
C0614,26,WEST,SME,23/09/24 07:53,59.6,57.1,APP,Active
C0615,19,AIRPORT,Consumer,26/07/24 05:47,48.2,77.6,APP,Active
C0616,49,RIVERSIDE,Consumer,30/11/24 06:56,65.9,78.2,PHONE,Active
C0617,59,NORTH,Enterprise,02/02/25 10:38,56.5,83.6,APP,Active
C0618,64,AIRPORT,Consumer,01/09/24 12:58,68.4,72.1,PHONE,Active
C0619,48,NORTH,Consumer,07/10/25 22:42,47.2,56.1,APP,Active
C0620,46,CENTRAL,Consumer,03/07/25 15:30,33.7,63.7,PHONE,Active
C0621,78,CENTRAL,Consumer,27/06/25 22:00,55.3,63.1,APP,Active
C0622,22,RIVERSIDE,Consumer,28/01/24 13:46,54.2,26.8,PHONE,Dormant
C0623,53,CENTRAL,SME,27/08/24 18:56,35.8,38.8,PHONE,Active
C0624,74,NORTH,Consumer,11/11/24 06:25,48.8,89.0,WEB,Active
C0625,66,CENTRAL,Consumer,29/09/25 18:04,33.0,59.0,PHONE,Active
C0626,45,SOUTH,Consumer,01/08/25 05:09,61.6,6.0,PHONE,Active
C0627,54,AIRPORT,Consumer,03/02/24 00:07,53.8,57.9,PHONE,Active
C0628,75,NORTH,Consumer,19/04/24 19:59,60.0,63.2,WEB,Dormant
C0629,67,EAST,SME,14/06/24 11:09,99.0,36.8,PARTNER API,Active
C0630,57,CENTRAL,Enterprise,18/12/25 00:01,62.3,100.0,WEB,Active
C0631,44,NORTH,Consumer,12/02/24 04:44,65.8,81.4,WEB,Active
C0632,27,CENTRAL,Consumer,20/10/25 20:02,69.8,75.5,APP,Active
C0633,44,CENTRAL,Consumer,14/12/25 02:47,57.6,56.5,PARTNER API,Active
C0634,47,CENTRAL,Consumer,17/02/24 02:54,50.3,69.2,APP,Active
C0635,68,RIVERSIDE,Enterprise,27/08/25 11:12,73.9,76.1,WEB,Active
C0636,60,EAST,Consumer,30/06/25 21:04,76.3,69.1,APP,Suspended
C0637,70,NORTH,SME,29/12/25 12:06,13.1,47.4,WEB,Active
C0638,37,SOUTH,SME,09/09/24 06:13,57.2,63.6,APP,Active
C0639,22,EAST,Consumer,24/04/24 01:02,54.4,62.5,APP,Active
C0640,55,NORTH,SME,11/10/25 02:52,50.8,65.6,WEB,Dormant
C0641,46,CENTRAL,Consumer,08/10/25 20:18,79.7,40.3,APP,Active
C0642,59,NORTH,SME,03/05/25 03:08,51.2,65.0,WEB,Active
C0643,33,NORTH,Consumer,10/04/24 20:13,73.6,60.0,WEB,Active
C0644,46,RIVERSIDE,Consumer,28/10/24 10:21,51.1,64.4,APP,Active
C0645,33,AIRPORT,SME,09/03/25 08:01,53.2,63.7,WEB,Active
C0646,64,SOUTH,SME,25/12/24 08:59,71.4,32.6,APP,Active
C0647,42,EAST,Consumer,16/10/24 01:45,59.6,76.1,APP,Active
C0648,47,AIRPORT,Consumer,11/01/25 10:49,57.2,74.0,APP,Active
C0649,75,CENTRAL,Enterprise,08/09/25 16:30,42.1,34.4,APP,Active
C0650,19,SOUTH,Consumer,21/10/24 19:47,45.6,58.0,APP,Dormant
