order_id,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag
O00259,C0122,RETAIL,09/09/25 09:55,24,SOUTH,EAST,HIGH,172.55,APP,1
O00260,C0597,PARCEL,28/05/25 20:06,6,CENTRAL,RIVERSIDE,LOW,198.61,APP,1
O00261,C0003,PASSENGER,20/07/24 07:46,12,WEST,EAST,LOW,165.8,APP,0
O00262,C0265,PASSENGER,28/02/24 04:38,6,CENTRAL,CENTRAL,HIGH,151.47,PHONE,1
O00263,C0031,PARCEL,19/02/24 02:04,2,WEST,CENTRAL,LOW,63.35,APP,0
O00264,C0633,BUSINESS,08/12/25 10:46,6,EAST,AIRPORT,MEDIUM,113.96,APP,1
O00265,C0244,PARCEL,19/05/24 00:12,4,RIVERSIDE,SOUTH,MEDIUM,20.51,APP,0
O00266,C0345,BUSINESS,10/04/24 17:41,2,CENTRAL,NORTH,HIGH,41.27,APP,1
O00267,C0256,PARCEL,16/01/24 20:20,6,AIRPORT,NORTH,LOW,98.71,APP,0
O00268,C0475,MEDICAL,29/01/24 06:20,4,WEST,WEST,MEDIUM,71.4,APP,1
O00269,C0175,PASSENGER,30/11/24 23:01,6,NORTH,RIVERSIDE,MEDIUM,19.29,APP,0
O00270,C0561,BUSINESS,26/10/25 15:25,4,WEST,CENTRAL,MEDIUM,140.61,APP,1
O00271,C0381,PASSENGER,16/09/25 21:51,4,WEST,CENTRAL,CRITICAL,192.54,APP,0
O00272,C0647,RETAIL,12/11/24 05:03,24,RIVERSIDE,CENTRAL,MEDIUM,55.63,APP,0
O00273,C0642,RETAIL,28/02/25 01:05,24,CENTRAL,WEST,MEDIUM,16.14,APP,0
O00274,C0086,PASSENGER,10/03/25 19:21,24,NORTH,WEST,HIGH,90.93,APP,1
O00275,C0473,BUSINESS,21/05/25 19:25,6,SOUTH,EAST,MEDIUM,142.68,APP,0
O00276,C0442,PARCEL,20/09/24 14:55,6,CENTRAL,EAST,MEDIUM,61.64,APP,0
O00277,C0329,PASSENGER,14/01/24 00:59,6,WEST,CENTRAL,MEDIUM,107.13,PHONE,0
O00278,C0183,PASSENGER,20/11/24 18:41,12,CENTRAL,NORTH,HIGH,32.25,PHONE,0
O00279,C0246,BUSINESS,16/11/24 01:26,12,WEST,RIVERSIDE,MEDIUM,61.44,APP,0
O00280,C0206,PASSENGER,20/09/25 22:46,12,EAST,AIRPORT,CRITICAL,151.49,APP,1
O00281,C0437,PASSENGER,12/03/24 05:05,4,AIRPORT,NORTH,LOW,47.49,WEB,0
O00282,C0630,PARCEL,20/01/24 04:13,6,SOUTH,WEST,MEDIUM,207.38,WEB,0
O00283,C0430,BUSINESS,26/05/24 16:49,6,NORTH,WEST,MEDIUM,177.07,APP,0
O00284,C0363,PASSENGER,04/02/24 11:52,24,NORTH,AIRPORT,HIGH,116.68,PHONE,0
O00285,C0180,BUSINESS,01/05/25 13:22,4,NORTH,NORTH,HIGH,106.65,APP,0
O00286,C0402,BUSINESS,07/05/25 21:37,6,WEST,EAST,LOW,84.75,APP,0
O00287,C0201,RETAIL,22/07/25 04:42,1,WEST,AIRPORT,LOW,68.14,PHONE,0
O00288,C0542,MEDICAL,09/08/25 18:21,4,SOUTH,CENTRAL,LOW,56.47,APP,0
O00289,C0574,PARCEL,23/08/24 23:39,24,NORTH,EAST,HIGH,20.53,APP,0
O00290,C0028,MEDICAL,21/09/24 22:30,2,CENTRAL,WEST,HIGH,54.76,APP,0
O00291,C0198,BUSINESS,02/02/24 20:19,4,AIRPORT,SOUTH,LOW,116.22,WEB,0
O00292,C0060,PARCEL,29/10/25 17:45,12,CENTRAL,WEST,MEDIUM,59.59,APP,0
O00293,C0165,PARCEL,04/09/25 17:17,6,CENTRAL,EAST,CRITICAL,67.89,APP,0
O00294,C0486,PARCEL,01/05/25 16:33,1,AIRPORT,AIRPORT,LOW,82.04,APP,0
O00295,C0123,PASSENGER,10/07/24 04:16,2,EAST,NORTH,MEDIUM,45.46,APP,0
O00296,C0400,RETAIL,01/10/24 17:30,6,SOUTH,NORTH,MEDIUM,10.85,APP,0
O00297,C0560,PASSENGER,04/12/24 20:51,6,AIRPORT,RIVERSIDE,LOW,151.53,WEB,0
O00298,C0184,PARCEL,01/06/25 04:40,4,WEST,NORTH,LOW,28.65,WEB,0
O00299,C0566,RETAIL,21/08/24 12:48,6,SOUTH,CENTRAL,LOW,172.53,API,0
O00300,C0512,RETAIL,04/02/24 00:39,4,RIVERSIDE,SOUTH,LOW,33.34,APP,1
O00301,C0181,BUSINESS,17/05/24 03:03,6,EAST,RIVERSIDE,MEDIUM,63.32,APP,0
O00302,C0558,RETAIL,07/10/25 16:13,24,RIVERSIDE,CENTRAL,HIGH,228.25,WEB,0
O00303,C0514,RETAIL,22/07/25 05:16,4,CENTRAL,SOUTH,MEDIUM,48.67,WEB,0
O00304,C0253,PASSENGER,09/12/25 11:47,12,EAST,RIVERSIDE,HIGH,134.68,APP,0
O00305,C0322,PARCEL,06/01/24 05:55,24,RIVERSIDE,AIRPORT,LOW,46.14,PHONE,0
O00306,C0613,PASSENGER,14/06/24 16:01,4,NORTH,NORTH,LOW,42.22,PHONE,0
O00307,C0343,PARCEL,25/12/24 22:15,4,EAST,RIVERSIDE,LOW,73.14,APP,0
O00308,C0458,PASSENGER,28/03/25 15:13,12,AIRPORT,WEST,MEDIUM,100.44,API,0
O00309,C0073,PARCEL,13/10/25 11:57,1,SOUTH,AIRPORT,MEDIUM,175.54,PHONE,0
O00310,C0094,RETAIL,02/02/25 14:13,24,CENTRAL,WEST,HIGH,28.08,APP,0
O00311,C0215,MEDICAL,27/11/24 00:06,12,CENTRAL,SOUTH,HIGH,167.59,PHONE,0
O00312,C0164,PASSENGER,11/06/25 23:00,6,EAST,EAST,MEDIUM,124.24,APP,0
O00313,C0616,MEDICAL,03/08/24 20:58,24,SOUTH,NORTH,LOW,11.11,APP,0
O00314,C0626,MEDICAL,15/02/25 21:55,6,EAST,EAST,HIGH,39.37,WEB,0
O00315,C0494,PARCEL,25/12/24 01:14,4,NORTH,SOUTH,LOW,159.29,APP,0
O00316,C0094,MEDICAL,31/07/25 12:26,6,WEST,WEST,LOW,53.63,APP,0
O00317,C0094,PASSENGER,19/01/25 21:40,6,RIVERSIDE,WEST,HIGH,236.09,APP,1
O00318,C0009,RETAIL,17/08/24 00:16,6,RIVERSIDE,SOUTH,LOW,84.27,WEB,1
O00319,C0335,BUSINESS,22/01/24 08:45,24,CENTRAL,AIRPORT,LOW,124.48,APP,0
O00320,C0519,PARCEL,20/03/25 07:14,1,CENTRAL,WEST,HIGH,97.13,PHONE,0
O00321,C0016,MEDICAL,28/12/24 06:20,4,CENTRAL,WEST,MEDIUM,97.42,WEB,0
O00322,C0495,BUSINESS,03/11/25 20:17,4,CENTRAL,SOUTH,HIGH,61.55,APP,0
O00323,C0487,RETAIL,11/01/24 15:13,4,SOUTH,NORTH,LOW,22.09,PHONE,0
O00324,C0019,PASSENGER,08/06/25 05:30,1,SOUTH,RIVERSIDE,HIGH,131.3,APP,1
O00325,C0259,PASSENGER,30/09/24 04:52,2,NORTH,SOUTH,MEDIUM,70.71,WEB,0
O00326,C0178,PASSENGER,11/03/24 09:05,12,WEST,WEST,MEDIUM,242.48,WEB,0
O00327,C0435,RETAIL,12/05/24 00:31,4,NORTH,NORTH,LOW,90.61,API,0
O00328,C0491,BUSINESS,09/12/24 05:20,2,EAST,SOUTH,MEDIUM,37.78,APP,0
O00329,C0278,PARCEL,30/11/25 19:38,6,CENTRAL,SOUTH,MEDIUM,7.02,WEB,1
O00330,C0172,MEDICAL,04/08/25 06:37,1,WEST,RIVERSIDE,MEDIUM,49.61,WEB,0
O00331,C0399,PARCEL,23/02/24 06:54,6,RIVERSIDE,EAST,MEDIUM,36.77,APP,0
O00332,C0110,BUSINESS,01/04/25 01:49,12,NORTH,RIVERSIDE,MEDIUM,93.33,PHONE,0
O00333,C0123,MEDICAL,25/03/25 05:27,6,EAST,CENTRAL,MEDIUM,71.97,APP,0
O00334,C0500,PARCEL,23/05/24 09:43,4,RIVERSIDE,SOUTH,HIGH,62.54,API,0
O00335,C0482,PASSENGER,26/01/24 03:09,24,NORTH,AIRPORT,HIGH,227.61,API,1
O00336,C0115,RETAIL,01/10/24 04:58,6,WEST,CENTRAL,CRITICAL,108.38,APP,0
O00337,C0463,RETAIL,11/05/24 04:32,6,WEST,AIRPORT,CRITICAL,68.13,APP,1
O00338,C0648,PASSENGER,26/12/24 03:48,6,RIVERSIDE,RIVERSIDE,MEDIUM,38.31,APP,0
O00339,C0301,MEDICAL,21/06/24 14:43,2,AIRPORT,NORTH,HIGH,238.92,WEB,0
O00340,C0127,RETAIL,02/10/25 02:26,2,CENTRAL,AIRPORT,HIGH,89.8,APP,0
O00341,C0026,RETAIL,13/12/24 20:58,4,RIVERSIDE,EAST,MEDIUM,36.59,APP,0
O00342,C0643,PASSENGER,11/12/25 22:25,6,NORTH,SOUTH,LOW,187.9,WEB,0
O00343,C0184,BUSINESS,12/09/24 01:37,2,CENTRAL,SOUTH,MEDIUM,81.36,APP,0
O00344,C0594,PARCEL,28/08/24 06:50,6,CENTRAL,NORTH,MEDIUM,104.62,API,1
O00345,C0337,RETAIL,10/04/25 22:00,6,EAST,CENTRAL,HIGH,27.35,PHONE,0
O00346,C0500,RETAIL,02/08/24 04:32,2,RIVERSIDE,EAST,MEDIUM,84.74,APP,0
O00347,C0004,PARCEL,09/01/25 07:36,12,SOUTH,SOUTH,MEDIUM,78.58,UNKNOWN,0
O00348,C0372,PARCEL,16/03/25 22:06,2,NORTH,SOUTH,HIGH,58.25,WEB,0
O00349,C0161,BUSINESS,21/01/24 01:57,2,NORTH,CENTRAL,MEDIUM,55.21,API,0
O00350,C0197,RETAIL,20/11/24 02:56,4,EAST,WEST,HIGH,13.42,APP,0
O00351,C0259,PARCEL,22/04/24 03:31,1,AIRPORT,WEST,MEDIUM,20.77,WEB,1
O00352,C0097,PARCEL,19/05/24 16:27,4,AIRPORT,NORTH,LOW,271.29,APP,0
O00353,C0354,BUSINESS,01/03/24 05:14,4,WEST,AIRPORT,LOW,135.85,PHONE,0
O00354,C0154,PARCEL,12/02/25 17:09,2,EAST,RIVERSIDE,LOW,78.37,WEB,0
O00355,C0006,PASSENGER,10/10/25 23:34,4,RIVERSIDE,RIVERSIDE,MEDIUM,59.47,APP,0
O00356,C0430,MEDICAL,27/05/25 03:33,4,RIVERSIDE,AIRPORT,MEDIUM,64.6,APP,0
O00357,C0608,RETAIL,28/12/24 15:58,2,CENTRAL,SOUTH,MEDIUM,171.28,PHONE,0
O00358,C0273,PASSENGER,20/03/24 11:13,4,RIVERSIDE,CENTRAL,LOW,94.51,APP,0
O00359,C0048,PASSENGER,17/08/24 23:04,24,EAST,CENTRAL,HIGH,134.58,WEB,0
O00360,C0506,PASSENGER,10/06/24 22:11,1,CENTRAL,CENTRAL,HIGH,111.56,APP,0
O00361,C0345,BUSINESS,16/01/24 08:17,1,EAST,SOUTH,LOW,256.22,APP,0
O00362,C0586,MEDICAL,03/11/24 01:12,4,CENTRAL,RIVERSIDE,HIGH,43.69,PHONE,0
O00363,C0230,PASSENGER,06/04/25 01:26,4,RIVERSIDE,SOUTH,HIGH,35.91,APP,1
O00364,C0354,MEDICAL,23/07/25 11:17,12,WEST,CENTRAL,CRITICAL,114.81,APP,0
O00365,C0237,MEDICAL,01/11/24 10:44,4,EAST,WEST,LOW,21.18,PHONE,1
O00366,C0592,BUSINESS,02/12/24 20:29,24,CENTRAL,SOUTH,HIGH,52.46,APP,0
O00367,C0162,PASSENGER,07/11/25 09:35,4,SOUTH,NORTH,HIGH,46.71,PHONE,0
O00368,C0552,BUSINESS,12/04/24 22:26,4,CENTRAL,NORTH,HIGH,89.38,APP,1
O00369,C0093,BUSINESS,10/02/24 12:27,6,CENTRAL,RIVERSIDE,MEDIUM,70.75,PHONE,0
O00370,C0021,PARCEL,21/11/24 17:26,4,SOUTH,SOUTH,HIGH,74.04,PHONE,0
O00371,C0530,BUSINESS,27/01/25 04:24,4,NORTH,NORTH,MEDIUM,73.83,WEB,1
O00372,C0536,PARCEL,29/01/25 13:51,2,SOUTH,RIVERSIDE,LOW,57.99,APP,1
O00373,C0372,PARCEL,26/05/24 20:00,24,NORTH,CENTRAL,MEDIUM,95.4,APP,0
O00374,C0343,PARCEL,09/01/24 19:32,24,NORTH,RIVERSIDE,MEDIUM,93.34,WEB,0
O00375,C0012,MEDICAL,17/09/24 22:39,4,CENTRAL,EAST,HIGH,150.39,PHONE,0
O00376,C0286,PASSENGER,21/01/25 07:52,12,NORTH,WEST,CRITICAL,33.38,API,0
O00377,C0131,RETAIL,22/07/24 21:07,12,AIRPORT,EAST,MEDIUM,213.06,APP,1
O00378,C0485,RETAIL,29/03/24 19:50,6,NORTH,NORTH,HIGH,172.56,WEB,1
O00379,C0648,PARCEL,02/04/24 22:03,4,NORTH,EAST,MEDIUM,52.58,WEB,0
O00380,C0057,PASSENGER,19/02/25 22:35,6,NORTH,NORTH,LOW,95.96,APP,0
O00381,C0420,PARCEL,28/11/24 21:41,24,EAST,WEST,LOW,67.67,WEB,0
O00382,C0463,RETAIL,29/03/25 17:42,6,CENTRAL,RIVERSIDE,HIGH,54.18,API,0
O00383,C0442,RETAIL,19/11/24 14:36,4,WEST,EAST,CRITICAL,109.08,APP,0
O00384,C0469,MEDICAL,01/01/24 15:47,4,CENTRAL,CENTRAL,LOW,12.58,WEB,0
O00385,C0646,PASSENGER,24/10/25 15:32,4,RIVERSIDE,RIVERSIDE,MEDIUM,226.69,PHONE,0
O00386,C0250,MEDICAL,16/12/24 18:34,6,CENTRAL,CENTRAL,MEDIUM,95.67,WEB,0
O00387,C0470,PASSENGER,24/01/25 07:52,1,SOUTH,EAST,HIGH,107.34,PHONE,0
O00388,C0292,RETAIL,10/06/25 23:55,4,NORTH,RIVERSIDE,HIGH,66.17,APP,0
O00389,C0361,PASSENGER,22/01/25 11:45,4,CENTRAL,RIVERSIDE,LOW,65.05,APP,0
O00390,C0150,PASSENGER,03/06/24 12:33,6,NORTH,NORTH,MEDIUM,42.46,WEB,0
O00391,C0541,RETAIL,29/09/24 19:42,1,WEST,RIVERSIDE,HIGH,12.76,API,0
O00392,C0356,RETAIL,24/11/25 10:04,6,EAST,RIVERSIDE,MEDIUM,73.04,APP,0
O00393,C0573,PARCEL,10/05/25 17:42,4,CENTRAL,EAST,LOW,64.93,WEB,0
O00394,C0479,RETAIL,16/08/24 19:48,12,AIRPORT,WEST,MEDIUM,71.08,APP,1
O00395,C0060,PASSENGER,28/09/24 08:58,1,WEST,EAST,MEDIUM,20.16,WEB,0
O00396,C0475,RETAIL,29/04/25 23:22,12,CENTRAL,EAST,MEDIUM,63.67,APP,0
O00397,C0417,PARCEL,18/06/25 18:30,12,AIRPORT,SOUTH,MEDIUM,42.94,APP,1
O00398,C0382,BUSINESS,08/07/25 07:09,4,EAST,AIRPORT,MEDIUM,56.33,APP,0
O00399,C0644,PARCEL,03/08/24 16:23,4,CENTRAL,AIRPORT,LOW,30.74,APP,0
O00400,C0426,RETAIL,20/06/25 06:33,6,NORTH,EAST,HIGH,145.15,WEB,1
O00401,C0252,MEDICAL,22/06/24 11:15,24,EAST,AIRPORT,LOW,28.61,WEB,0
O00402,C0104,RETAIL,20/11/25 05:09,4,WEST,EAST,MEDIUM,121.87,APP,1
O00403,C0573,BUSINESS,11/08/25 14:11,4,RIVERSIDE,AIRPORT,CRITICAL,44.48,API,1
O00404,C0139,PASSENGER,17/10/25 20:55,1,SOUTH,AIRPORT,MEDIUM,213.39,PHONE,0
O00405,C0055,BUSINESS,14/02/24 10:24,6,CENTRAL,RIVERSIDE,CRITICAL,142.88,APP,0
O00406,C0631,RETAIL,01/05/25 13:07,2,AIRPORT,RIVERSIDE,CRITICAL,59.17,APP,0
O00407,C0575,MEDICAL,23/02/25 04:44,12,WEST,CENTRAL,HIGH,189.02,WEB,0
O00408,C0446,PARCEL,14/09/24 12:06,24,NORTH,WEST,HIGH,58.75,APP,0
O00409,C0065,PASSENGER,01/08/25 11:42,6,SOUTH,NORTH,MEDIUM,38.48,APP,0
O00410,C0174,MEDICAL,19/06/25 16:19,1,EAST,WEST,MEDIUM,39.34,PHONE,1
O00411,C0497,BUSINESS,04/08/25 21:05,4,CENTRAL,CENTRAL,MEDIUM,71.11,APP,0
O00412,C0601,PASSENGER,10/08/24 12:18,6,NORTH,AIRPORT,CRITICAL,54.76,APP,0
O00413,C0183,PASSENGER,04/01/25 22:07,4,AIRPORT,NORTH,LOW,35.52,APP,0
O00414,C0023,PARCEL,04/05/25 20:30,6,SOUTH,WEST,MEDIUM,283.98,APP,0
O00415,C0591,RETAIL,27/06/24 16:09,4,CENTRAL,RIVERSIDE,MEDIUM,19.76,APP,0
O00416,C0552,MEDICAL,01/07/24 21:08,2,AIRPORT,AIRPORT,HIGH,26.83,APP,0
O00417,C0486,RETAIL,01/10/25 15:33,4,SOUTH,RIVERSIDE,LOW,113.56,UNKNOWN,0
O00418,C0467,PASSENGER,11/07/25 07:39,12,RIVERSIDE,SOUTH,CRITICAL,46.83,WEB,0
O00419,C0013,RETAIL,14/01/25 16:21,24,WEST,EAST,MEDIUM,187.6,APP,0
O00420,C0506,BUSINESS,25/01/25 08:01,4,RIVERSIDE,EAST,LOW,40.04,PHONE,0
O00421,C0599,PARCEL,23/07/25 06:00,24,RIVERSIDE,EAST,MEDIUM,37.25,APP,0
O00422,C0034,PASSENGER,08/07/25 08:03,6,CENTRAL,WEST,MEDIUM,15.05,APP,0
O00423,C0403,PASSENGER,27/08/25 05:19,2,SOUTH,RIVERSIDE,HIGH,189.36,PHONE,0
O00424,C0563,BUSINESS,07/11/25 08:58,12,RIVERSIDE,WEST,MEDIUM,43.18,APP,0
O00425,C0550,PASSENGER,27/11/24 08:15,4,AIRPORT,EAST,HIGH,78.8,WEB,0
O00426,C0383,BUSINESS,28/09/24 14:05,2,RIVERSIDE,RIVERSIDE,LOW,82.0,WEB,0
O00427,C0151,PARCEL,21/06/25 20:31,1,CENTRAL,WEST,MEDIUM,166.06,APP,0
O00428,C0275,MEDICAL,31/03/24 06:08,1,WEST,AIRPORT,HIGH,72.42,WEB,0
O00429,C0466,PASSENGER,03/09/25 09:39,1,RIVERSIDE,SOUTH,MEDIUM,20.27,APP,0
O00430,C0029,RETAIL,15/01/25 01:45,12,CENTRAL,SOUTH,MEDIUM,40.49,API,0
O00431,C0425,RETAIL,29/03/25 12:23,4,SOUTH,RIVERSIDE,MEDIUM,24.45,APP,0
O00432,C0648,RETAIL,02/12/24 22:48,4,CENTRAL,WEST,HIGH,158.21,WEB,0
O00433,C0633,RETAIL,29/10/24 13:27,12,CENTRAL,CENTRAL,MEDIUM,85.59,PHONE,0
O00434,C0500,PARCEL,25/10/25 19:51,1,AIRPORT,RIVERSIDE,HIGH,45.89,APP,0
O00435,C0102,RETAIL,19/09/24 11:15,4,SOUTH,CENTRAL,MEDIUM,47.28,PHONE,1
O00436,C0218,MEDICAL,29/01/25 18:08,1,AIRPORT,NORTH,CRITICAL,56.57,WEB,0
O00437,C0618,RETAIL,25/09/25 06:54,4,AIRPORT,RIVERSIDE,MEDIUM,98.88,APP,0
O00438,C0491,BUSINESS,29/12/25 18:23,4,NORTH,WEST,LOW,27.39,PHONE,0
O00439,C0577,MEDICAL,03/05/24 21:13,1,NORTH,CENTRAL,HIGH,53.87,WEB,0
O00440,C0032,PASSENGER,12/03/24 02:05,12,EAST,EAST,HIGH,56.81,APP,0
O00441,C0509,PASSENGER,04/01/25 12:25,12,EAST,CENTRAL,CRITICAL,77.58,APP,0
O00442,C0080,BUSINESS,22/06/25 13:31,4,CENTRAL,WEST,HIGH,81.32,API,1
O00443,C0378,PARCEL,20/10/25 00:06,12,NORTH,RIVERSIDE,MEDIUM,63.8,APP,1
O00444,C0319,RETAIL,30/08/25 18:29,4,WEST,AIRPORT,MEDIUM,23.99,PHONE,0
O00445,C0054,PASSENGER,18/04/25 22:53,2,SOUTH,RIVERSIDE,HIGH,68.98,APP,0
O00446,C0172,PASSENGER,22/03/25 13:30,12,AIRPORT,EAST,MEDIUM,233.36,WEB,0
O00447,C0082,RETAIL,29/06/24 02:28,1,WEST,EAST,MEDIUM,24.57,PHONE,0
O00448,C0487,MEDICAL,02/11/25 15:08,4,CENTRAL,NORTH,LOW,68.78,WEB,0
O00449,C0544,PASSENGER,06/08/25 00:42,2,NORTH,AIRPORT,LOW,102.53,APP,0
O00450,C0527,RETAIL,25/08/24 23:12,2,RIVERSIDE,RIVERSIDE,LOW,31.33,APP,0
O00451,C0012,RETAIL,15/02/25 17:02,12,EAST,RIVERSIDE,CRITICAL,97.23,PHONE,0
O00452,C0583,PASSENGER,27/11/25 09:35,2,CENTRAL,CENTRAL,MEDIUM,56.63,PHONE,1
O00453,C0224,RETAIL,12/04/24 12:49,6,SOUTH,WEST,MEDIUM,27.48,PHONE,0
O00454,C0251,MEDICAL,15/04/25 03:05,12,WEST,NORTH,MEDIUM,51.66,APP,0
O00455,C0178,PASSENGER,14/08/24 02:36,6,AIRPORT,AIRPORT,HIGH,144.79,APP,0
O00456,C0124,PARCEL,16/01/24 03:31,2,EAST,RIVERSIDE,HIGH,87.85,APP,0
O00457,C0396,PARCEL,31/03/24 06:36,12,EAST,EAST,MEDIUM,123.49,APP,0
O00458,C0546,PARCEL,04/10/25 01:52,12,CENTRAL,EAST,HIGH,87.24,API,0
O00459,C0478,RETAIL,28/11/25 06:45,24,SOUTH,SOUTH,LOW,203.99,APP,0
O00460,C0097,PASSENGER,12/09/24 15:55,4,CENTRAL,NORTH,LOW,72.35,WEB,0
O00461,C0153,PASSENGER,26/02/24 17:44,4,WEST,EAST,CRITICAL,55.94,WEB,0
O00462,C0381,PARCEL,03/03/25 18:08,6,RIVERSIDE,EAST,MEDIUM,55.77,APP,0
O00463,C0370,MEDICAL,20/02/25 01:55,2,EAST,CENTRAL,LOW,96.83,APP,0
O00464,C0063,PARCEL,10/03/25 04:20,2,SOUTH,EAST,CRITICAL,51.61,PHONE,0
O00465,C0149,MEDICAL,12/08/24 06:33,2,EAST,NORTH,LOW,20.53,APP,0
O00466,C0028,BUSINESS,01/07/24 05:34,6,WEST,AIRPORT,HIGH,88.87,WEB,0
O00467,C0612,PASSENGER,10/08/24 16:16,2,NORTH,SOUTH,HIGH,193.9,WEB,0
O00468,C0062,RETAIL,29/03/24 10:24,2,EAST,SOUTH,MEDIUM,22.82,APP,0
O00469,C0186,PARCEL,18/09/24 21:54,4,EAST,EAST,LOW,92.55,APP,0
O00470,C0265,BUSINESS,11/01/24 17:25,12,EAST,EAST,LOW,131.93,WEB,0
O00471,C0346,PASSENGER,06/07/25 13:43,6,EAST,AIRPORT,MEDIUM,69.38,WEB,0
O00472,C0636,PARCEL,22/02/24 09:19,4,SOUTH,RIVERSIDE,MEDIUM,287.3,WEB,0
O00473,C0266,MEDICAL,09/11/24 12:51,2,EAST,AIRPORT,HIGH,40.6,APP,1
O00474,C0029,MEDICAL,22/03/25 17:16,2,AIRPORT,CENTRAL,MEDIUM,283.42,PHONE,0
O00475,C0498,PASSENGER,11/08/24 06:08,24,CENTRAL,WEST,HIGH,156.78,APP,0
O00476,C0078,PASSENGER,23/02/24 06:34,24,WEST,EAST,LOW,89.17,APP,0
O00477,C0441,PASSENGER,29/10/25 11:59,2,WEST,CENTRAL,MEDIUM,189.25,PHONE,0
O00478,C0521,MEDICAL,20/04/25 21:31,2,WEST,SOUTH,CRITICAL,160.09,APP,0
O00479,C0226,RETAIL,27/12/25 18:09,12,CENTRAL,NORTH,LOW,87.76,APP,0
O00480,C0088,PASSENGER,01/09/25 10:12,6,EAST,WEST,LOW,51.54,PHONE,0
O00481,C0010,RETAIL,04/12/25 22:35,1,SOUTH,WEST,MEDIUM,10.74,API,1
O00482,C0268,RETAIL,11/10/25 01:46,6,EAST,WEST,MEDIUM,114.62,PHONE,0
O00483,C0285,BUSINESS,17/11/24 00:34,1,RIVERSIDE,NORTH,MEDIUM,117.11,PHONE,0
O00484,C0152,PARCEL,03/10/24 13:36,24,EAST,RIVERSIDE,CRITICAL,134.61,APP,0
O00485,C0168,PASSENGER,27/11/24 01:17,1,NORTH,CENTRAL,HIGH,95.19,API,0
O00486,C0316,RETAIL,08/12/24 14:18,2,CENTRAL,NORTH,HIGH,50.89,APP,0
O00487,C0263,PASSENGER,24/07/24 22:13,4,RIVERSIDE,WEST,MEDIUM,57.27,PHONE,0
O00488,C0050,MEDICAL,29/08/25 19:29,4,NORTH,SOUTH,LOW,111.27,PHONE,0
O00489,C0483,MEDICAL,19/02/25 23:28,24,CENTRAL,EAST,MEDIUM,41.11,WEB,1
O00490,C0562,RETAIL,27/07/24 06:03,4,NORTH,SOUTH,LOW,73.56,APP,0
O00491,C0460,BUSINESS,07/03/24 13:54,1,SOUTH,WEST,CRITICAL,41.62,APP,1
O00492,C0243,RETAIL,16/10/25 03:03,6,WEST,SOUTH,CRITICAL,70.04,APP,0
O00493,C0370,PARCEL,20/05/24 02:52,6,EAST,NORTH,CRITICAL,55.91,WEB,0
O00494,C0304,PARCEL,09/02/25 15:11,1,EAST,AIRPORT,MEDIUM,50.08,APP,0
O00495,C0590,PASSENGER,15/01/24 23:35,6,EAST,SOUTH,LOW,133.15,APP,0
O00496,C0627,PASSENGER,17/06/24 15:14,4,SOUTH,AIRPORT,CRITICAL,117.66,APP,0
O00497,C0631,MEDICAL,21/11/25 23:43,12,SOUTH,CENTRAL,LOW,169.24,APP,0
O00498,C0081,RETAIL,28/10/24 06:34,4,SOUTH,CENTRAL,MEDIUM,68.95,WEB,0
O00499,C0198,PASSENGER,06/11/24 04:49,4,EAST,CENTRAL,MEDIUM,62.77,PHONE,0
O00500,C0131,RETAIL,30/07/24 16:06,12,NORTH,WEST,LOW,64.83,APP,0
O00501,C0547,RETAIL,21/04/25 03:12,1,CENTRAL,EAST,LOW,36.69,WEB,1
O00502,C0169,PARCEL,04/03/24 01:26,4,RIVERSIDE,SOUTH,MEDIUM,61.9,APP,0
O00503,C0242,PASSENGER,17/08/24 21:53,6,CENTRAL,RIVERSIDE,LOW,41.14,WEB,0
O00504,C0362,PARCEL,20/09/24 22:57,2,CENTRAL,EAST,LOW,47.18,APP,0
O00505,C0319,RETAIL,29/03/25 21:27,12,AIRPORT,WEST,HIGH,84.65,WEB,0
O00506,C0603,RETAIL,06/07/24 01:59,6,EAST,EAST,MEDIUM,33.03,PHONE,0
O00507,C0484,PARCEL,13/12/25 04:02,4,SOUTH,WEST,MEDIUM,62.89,APP,0
O00508,C0584,PARCEL,06/12/24 14:18,24,NORTH,CENTRAL,MEDIUM,68.61,PHONE,0
O00509,C0535,RETAIL,26/08/24 18:51,1,EAST,CENTRAL,MEDIUM,160.38,PHONE,0
O00510,C0477,MEDICAL,22/11/24 22:35,4,WEST,WEST,MEDIUM,170.3,UNKNOWN,0
O00511,C0119,PARCEL,06/06/24 09:58,24,WEST,WEST,HIGH,150.89,API,0
O00512,C0242,PARCEL,21/09/24 10:35,4,NORTH,CENTRAL,CRITICAL,10.74,APP,0
O00513,C0202,PASSENGER,08/07/24 04:51,4,WEST,SOUTH,HIGH,111.28,PHONE,1
O00514,C0280,PASSENGER,11/12/25 07:25,2,EAST,CENTRAL,LOW,126.79,PHONE,0
O00515,C0578,RETAIL,02/03/24 10:24,6,NORTH,NORTH,MEDIUM,65.74,PHONE,0
O00516,C0473,PASSENGER,06/08/24 20:18,2,SOUTH,EAST,MEDIUM,117.13,APP,0
O00517,C0015,MEDICAL,16/08/24 20:34,4,SOUTH,WEST,LOW,49.24,APP,0
