event_id,customer_id,order_id,event_timestamp,event_type,session_id,device_type,zone_context,api_latency_ms,success_flag
AE00285,C0440,O00539,25/12/2025 16:11,search_route,S17327,iOS,AIRPORT,414,1
AE00286,C0358,BROWSE_SESSION,18/02/2024 7:54,search_route,S60811,iOS,CENTRAL,364,1
AE00287,C0573,O00074,02/05/2024 5:45,search_route,S30431,Android,EAST,571,1
AE00288,C0273,O00480,21/07/2025 17:12,cancel_attempt,S63671,Android,NORTH,60,1
AE00289,C0207,O00654,02/03/2024 10:12,payment_retry,S19707,Android,RIVERSIDE,343,1
AE00290,C0399,O00951,01/08/2025 22:46,delivery_instruction_update,S84446,Android,EAST,457,1
AE00291,C0312,O00330,17/12/2024 21:44,track_order,S95883,Android,WEST,405,1
AE00292,C0520,O00929,16/10/2025 23:21,eta_refresh,S72274,iOS,NORTH,60,1
AE00293,C0073,O00609,10/07/2024 13:17,chat_escalated,S78813,Android,WEST,1074,1
AE00294,C0492,O00876,27/11/2025 2:21,track_order,S33068,Android,WEST,405,1
AE00295,C0449,O01002,30/03/2025 0:14,payment_retry,S13138,Android,WEST,246,1
AE00296,C0471,O00635,30/06/2025 16:35,eta_refresh,S10325,Android,RIVERSIDE,187,1
AE00297,C0411,O01163,25/03/2025 1:02,payment_retry,S30130,iOS,CENTRAL,565,1
AE00298,C0107,O01189,14/06/2025 12:47,track_order,S71004,iOS,EAST,78,1
AE00299,C0451,BROWSE_SESSION,27/03/2025 21:53,eta_refresh,S92082,Web,SOUTH,529,1
AE00300,C0014,O00867,16/08/2024 0:18,eta_refresh,S10509,Android,NORTH,214,1
AE00301,C0503,BROWSE_SESSION,15/04/2024 18:05,eta_refresh,S91821,iOS,NORTH,294,1
AE00302,C0555,O00728,31/03/2025 12:56,chat_opened,S23029,Web,NORTH,692,1
AE00303,C0274,O00142,01/01/2025 7:52,cancel_attempt,S47090,Web,SOUTH,233,1
AE00304,C0401,O00211,25/10/2025 4:43,search_route,S24776,Web,NORTH,324,1
AE00305,C0428,O00667,12/02/2024 16:22,eta_refresh,S55317,iOS,EAST,226,1
AE00306,C0401,O00753,28/08/2024 19:44,chat_escalated,S68086,iOS,EAST,265,1
AE00307,C0173,O00956,09/01/2025 16:55,chat_escalated,S58130,Android,CENTRAL,270,0
AE00308,C0182,O00880,01/04/2025 8:58,eta_refresh,S58033,iOS,CENTRAL,535,1
AE00309,C0169,O01161,15/12/2024 6:35,delivery_instruction_update,S21517,Android,WEST,295,1
AE00310,C0229,O01161,25/09/2025 4:08,chat_opened,S21891,iOS,WEST,206,1
AE00311,C0312,BROWSE_SESSION,26/08/2024 16:45,chat_escalated,S51997,iOS,WEST,243,1
AE00312,C0517,BROWSE_SESSION,26/11/2025 3:53,eta_refresh,S16386,Android,RIVERSIDE,512,1
AE00313,C0337,O00032,18/11/2025 21:27,track_order,S88456,Android,WEST,400,1
AE00314,C0047,O00755,20/12/2024 19:40,cancel_attempt,S71075,iOS,SOUTH,579,1
AE00315,C0137,O00044,13/02/2025 8:27,delivery_instruction_update,S89689,Android,WEST,296,1
AE00316,C0304,O01244,17/02/2025 13:00,eta_refresh,S25067,Android,AIRPORT,440,1
AE00317,C0014,O00912,03/05/2025 14:40,track_order,S67860,Web,RIVERSIDE,584,1
AE00318,C0031,O00212,01/01/2024 15:57,track_order,S16209,iOS,AIRPORT,668,1
AE00319,C0330,BROWSE_SESSION,10/08/2025 16:14,track_order,S94639,Android,NORTH,231,1
AE00320,C0244,O00884,29/10/2024 23:06,chat_opened,S67074,Android,NORTH,60,1
AE00321,C0239,O00437,01/02/2024 21:51,search_route,S46797,iOS,RIVERSIDE,356,1
AE00322,C0481,O00344,26/01/2024 21:37,eta_refresh,S17051,Android,RIVERSIDE,147,1
AE00323,C0648,O01237,11/03/2025 3:52,payment_retry,S20836,iOS,CENTRAL,752,0
AE00324,C0078,O00721,22/05/2025 15:38,eta_refresh,S34536,Web,EAST,310,1
AE00325,C0479,O00062,29/06/2024 12:26,eta_refresh,S70624,Android,NORTH,180,1
AE00326,C0518,O00946,01/07/2025 13:21,track_order,S29534,iOS,AIRPORT,202,1
AE00327,C0186,O00341,13/02/2024 16:18,search_route,S92655,Web,CENTRAL,311,1
AE00328,C0517,BROWSE_SESSION,05/12/2024 5:55,track_order,S81197,Android,NORTH,76,1
AE00329,C0172,O00193,21/08/2024 13:52,track_order,S67439,Android,AIRPORT,387,1
AE00330,C0479,O00220,04/06/2024 23:57,payment_retry,S57427,Web,AIRPORT,577,1
AE00331,C0227,BROWSE_SESSION,28/09/2024 3:50,eta_refresh,S87401,Web,SOUTH,731,1
AE00332,C0247,O00391,23/04/2024 6:44,chat_opened,S99938,Android,WEST,409,1
AE00333,C0138,O00453,05/05/2024 18:40,chat_opened,S20673,iOS,NORTH,944,1
AE00334,C0274,BROWSE_SESSION,15/03/2025 1:52,track_order,S60524,Web,CENTRAL,313,1
AE00335,C0520,O00499,01/08/2025 1:29,chat_opened,S97260,iOS,EAST,389,1
AE00336,C0467,BROWSE_SESSION,20/01/2025 1:08,payment_retry,S49538,Web,EAST,468,1
AE00337,C0529,O00319,19/05/2025 5:31,search_route,S60782,iOS,AIRPORT,385,1
AE00338,C0257,O00890,01/08/2024 9:26,payment_retry,S92069,Android,SOUTH,523,1
AE00339,C0316,BROWSE_SESSION,04/06/2025 13:22,search_route,S71556,iOS,AIRPORT,590,1
AE00340,C0330,O00762,11/06/2024 14:01,track_order,S97505,iOS,EAST,444,1
AE00341,C0537,O01121,24/06/2025 7:43,chat_opened,S44241,iOS,RIVERSIDE,527,1
AE00342,C0245,O00134,26/02/2025 11:20,delivery_instruction_update,S34258,Android,WEST,897,1
AE00343,C0113,BROWSE_SESSION,18/03/2025 8:14,eta_refresh,S30321,Android,CENTRAL,595,1
AE00344,C0429,BROWSE_SESSION,14/05/2024 9:28,chat_escalated,S24008,Web,CENTRAL,998,0
AE00345,C0535,O01106,25/10/2025 23:21,track_order,S27492,iOS,NORTH,425,1
AE00346,C0367,O00864,24/07/2025 12:46,track_order,S85123,Android,EAST,466,1
AE00347,C0198,BROWSE_SESSION,19/11/2024 11:28,track_order,S52660,Web,SOUTH,632,1
AE00348,C0470,O00950,06/05/2025 6:45,chat_opened,S12702,Android,CENTRAL,73,1
AE00349,C0568,O00258,01/07/2025 1:46,search_route,S68625,Android,CENTRAL,599,1
AE00350,C0440,O00649,11/07/2024 13:26,chat_escalated,S55047,Web,RIVERSIDE,431,1
AE00351,C0374,BROWSE_SESSION,10/08/2024 14:40,chat_opened,S77770,iOS,RIVERSIDE,665,1
AE00352,C0372,O01052,04/07/2025 15:37,payment_retry,S40310,Android,EAST,339,0
AE00353,C0467,O01164,19/06/2025 3:46,track_order,S84118,Web,AIRPORT,1240,1
AE00354,C0240,O00522,31/12/2025 9:17,payment_retry,S88059,iOS,AIRPORT,224,1
AE00355,C0024,O00498,05/09/2025 7:19,eta_refresh,S50272,Web,CENTRAL,162,1
AE00356,C0188,BROWSE_SESSION,02/06/2025 5:26,delivery_instruction_update,S19198,Android,AIRPORT,439,1
AE00357,C0237,O00715,31/03/2024 9:46,track_order,S58207,Android,WEST,155,1
AE00358,C0150,BROWSE_SESSION,15/09/2025 7:41,cancel_attempt,S49398,iOS,WEST,436,1
AE00359,C0246,O00285,20/07/2025 17:10,chat_opened,S75742,Android,NORTH,421,1
AE00360,C0494,BROWSE_SESSION,24/08/2024 23:13,search_route,S90549,Android,SOUTH,546,1
AE00361,C0107,O01138,11/08/2024 22:50,chat_opened,S52326,Android,AIRPORT,1690,1
AE00362,C0110,O00472,18/05/2025 6:34,cancel_attempt,S41990,Android,CENTRAL,712,1
AE00363,C0502,BROWSE_SESSION,27/05/2024 9:15,eta_refresh,S13723,iOS,WEST,314,1
AE00364,C0442,O00437,28/12/2025 12:16,chat_opened,S62470,Android,WEST,191,1
AE00365,C0495,BROWSE_SESSION,26/05/2024 0:06,track_order,S52410,Web,SOUTH,345,1
AE00366,C0303,O00876,12/02/2025 17:14,track_order,S28427,iOS,EAST,374,1
AE00367,C0422,BROWSE_SESSION,09/12/2025 8:52,payment_retry,S64636,iOS,RIVERSIDE,250,0
AE00368,C0198,O00108,13/05/2024 12:41,eta_refresh,S81518,iOS,SOUTH,690,1
AE00369,C0233,O00056,03/07/2025 19:28,payment_retry,S64693,Android,SOUTH,767,1
AE00370,C0143,O00349,04/11/2025 5:48,track_order,S81391,Android,SOUTH,248,1
AE00371,C0465,O00120,02/09/2025 4:20,delivery_instruction_update,S69933,Android,SOUTH,567,1
AE00372,C0031,O01153,11/01/2025 8:26,chat_escalated,S31367,Android,NORTH,421,0
AE00373,C0428,O00887,05/06/2024 0:55,eta_refresh,S30198,Web,AIRPORT,749,1
AE00374,C0235,BROWSE_SESSION,27/07/2025 14:49,delivery_instruction_update,S26479,Android,SOUTH,446,1
AE00375,C0191,O01124,22/03/2025 13:47,delivery_instruction_update,S67260,iOS,RIVERSIDE,669,1
AE00376,C0097,O00348,15/10/2025 6:18,track_order,S46372,Android,EAST,337,1
AE00377,C0144,O00866,14/11/2024 8:15,eta_refresh,S75566,Android,SOUTH,60,1
AE00378,C0528,O01093,17/07/2025 3:13,track_order,S64607,iOS,AIRPORT,668,1
AE00379,C0649,O00517,27/02/2024 15:55,chat_opened,S53800,iOS,SOUTH,301,1
AE00380,C0134,O01002,21/12/2025 9:44,eta_refresh,S23762,Android,CENTRAL,60,1
AE00381,C0573,O00812,17/04/2025 7:41,eta_refresh,S64472,Android,EAST,517,1
AE00382,C0361,O01249,02/11/2025 7:29,eta_refresh,S86079,iOS,CENTRAL,428,1
AE00383,C0313,O01239,08/07/2025 22:02,chat_escalated,S25556,iOS,NORTH,534,1
AE00384,C0425,O00303,13/07/2025 15:37,payment_retry,S91940,Android,AIRPORT,265,1
AE00385,C0331,O01246,23/02/2025 3:07,delivery_instruction_update,S85959,iOS,RIVERSIDE,636,1
AE00386,C0269,O01127,20/03/2025 5:38,chat_opened,S72987,iOS,EAST,436,1
AE00387,C0430,BROWSE_SESSION,23/12/2024 11:44,eta_refresh,S12449,Android,CENTRAL,1103,1
AE00388,C0437,BROWSE_SESSION,07/07/2025 13:49,payment_retry,S40594,Android,CENTRAL,363,1
AE00389,C0026,O00884,14/07/2024 21:54,search_route,S34019,Web,AIRPORT,1265,1
AE00390,C0140,BROWSE_SESSION,17/06/2025 17:49,delivery_instruction_update,S39323,iOS,EAST,324,1
AE00391,C0058,BROWSE_SESSION,01/06/2024 7:38,eta_refresh,S98672,Web,WEST,68,1
AE00392,C0617,BROWSE_SESSION,25/07/2024 22:02,chat_opened,S55184,Android,SOUTH,552,1
AE00393,C0406,O01209,01/01/2025 9:37,chat_escalated,S87121,iOS,WEST,324,1
AE00394,C0292,O01005,26/04/2025 9:01,chat_opened,S35246,iOS,EAST,267,1
AE00395,C0016,O00748,30/04/2024 2:38,search_route,S79318,iOS,AIRPORT,161,1
AE00396,C0564,O00111,02/01/2024 3:02,track_order,S54033,Web,AIRPORT,1633,1
AE00397,C0517,O00180,16/08/2024 20:27,search_route,S72253,iOS,AIRPORT,676,1
AE00398,C0317,BROWSE_SESSION,24/04/2025 2:57,track_order,S10823,Android,RIVERSIDE,442,1
AE00399,C0617,BROWSE_SESSION,03/04/2025 23:33,search_route,S59034,iOS,AIRPORT,504,1
AE00400,C0256,O01216,07/10/2024 4:49,search_route,S90819,iOS,NORTH,149,1
AE00401,C0401,BROWSE_SESSION,10/08/2025 10:58,eta_refresh,S66819,Android,WEST,692,1
AE00402,C0459,O00554,15/01/2025 8:37,track_order,S46288,iOS,SOUTH,655,1
AE00403,C0180,O00149,19/03/2025 9:20,payment_retry,S10192,Android,CENTRAL,108,1
AE00404,C0121,O01227,05/04/2025 9:01,eta_refresh,S46724,iOS,RIVERSIDE,521,1
AE00405,C0534,O00754,26/10/2024 21:19,search_route,S47493,Android,AIRPORT,391,1
AE00406,C0347,BROWSE_SESSION,14/04/2024 8:45,search_route,S35157,Web,SOUTH,314,1
AE00407,C0323,O00442,12/01/2025 17:00,track_order,S11233,iOS,RIVERSIDE,435,1
AE00408,C0188,O01142,27/01/2024 6:30,delivery_instruction_update,S52727,Android,WEST,94,1
AE00409,C0553,O00968,18/05/2025 14:10,payment_retry,S15466,Android,SOUTH,247,1
AE00410,C0377,O00170,15/08/2024 13:48,cancel_attempt,S21027,Android,CENTRAL,556,1
AE00411,C0232,O00652,11/07/2025 6:55,eta_refresh,S54027,Web,WEST,318,1
AE00412,C0005,BROWSE_SESSION,17/12/2025 3:49,search_route,S77981,Android,WEST,363,1
AE00413,C0615,O00548,30/06/2025 19:24,chat_opened,S29100,Web,EAST,415,1
AE00414,C0347,BROWSE_SESSION,27/11/2025 13:43,delivery_instruction_update,S35015,Android,AIRPORT,863,1
AE00415,C0073,BROWSE_SESSION,14/01/2025 7:33,track_order,S23089,Android,EAST,189,1
AE00416,C0567,BROWSE_SESSION,03/12/2024 9:17,payment_retry,S49000,Android,SOUTH,377,1
AE00417,C0381,O01091,26/05/2025 16:35,payment_retry,S83880,Android,WEST,93,0
AE00418,C0012,O01122,06/11/2025 16:41,track_order,S77156,Android,WEST,489,1
AE00419,C0098,BROWSE_SESSION,13/12/2025 6:08,chat_escalated,S21703,iOS,SOUTH,218,0
AE00420,C0292,O00068,12/07/2025 13:05,track_order,S85103,Android,NORTH,313,1
AE00421,C0248,BROWSE_SESSION,29/05/2025 14:18,payment_retry,S91752,Web,RIVERSIDE,626,1
AE00422,C0441,O00626,03/05/2024 17:49,eta_refresh,S44698,Android,AIRPORT,1148,1
AE00423,C0397,BROWSE_SESSION,17/08/2024 11:02,payment_retry,S97087,Android,EAST,417,1
AE00424,C0122,O00515,30/01/2025 1:54,track_order,S63816,Android,AIRPORT,863,1
AE00425,C0444,O00651,13/12/2025 7:30,track_order,S51771,Web,AIRPORT,427,1
AE00426,C0232,O00442,06/01/2024 16:17,eta_refresh,S91627,Android,EAST,385,1
AE00427,C0163,BROWSE_SESSION,11/09/2024 8:22,delivery_instruction_update,S86956,Android,NORTH,336,1
AE00428,C0410,BROWSE_SESSION,14/03/2024 5:03,chat_opened,S38484,Android,CENTRAL,242,1
AE00429,C0604,O00119,29/05/2025 18:52,delivery_instruction_update,S89816,iOS,RIVERSIDE,374,1
AE00430,C0293,O00589,27/02/2025 18:39,eta_refresh,S54890,Android,NORTH,507,1
AE00431,C0498,O00890,12/12/2024 2:40,search_route,S42910,Android,SOUTH,840,1
AE00432,C0566,BROWSE_SESSION,22/08/2025 15:42,search_route,S57637,Android,NORTH,489,1
AE00433,C0505,O01229,08/11/2024 11:31,cancel_attempt,S95338,Web,SOUTH,173,1
AE00434,C0568,O00624,01/07/2024 20:26,track_order,S65887,Android,EAST,572,1
AE00435,C0443,BROWSE_SESSION,19/09/2024 15:35,eta_refresh,S85198,Android,SOUTH,627,1
AE00436,C0105,O00400,11/09/2024 1:02,payment_retry,S32334,iOS,RIVERSIDE,607,1
AE00437,C0039,O01030,22/01/2024 18:04,payment_retry,S89304,iOS,WEST,153,0
AE00438,C0141,O00110,03/06/2025 18:59,eta_refresh,S56257,Android,RIVERSIDE,880,1
AE00439,C0266,O00694,22/06/2025 20:44,chat_opened,S88251,iOS,SOUTH,442,1
AE00440,C0343,O00175,10/10/2024 7:45,eta_refresh,S65286,Android,EAST,343,1
AE00441,C0410,O00491,03/02/2025 5:01,track_order,S20334,Android,EAST,633,1
AE00442,C0399,O01089,29/03/2024 12:18,chat_opened,S61743,iOS,AIRPORT,613,1
AE00443,C0352,O00052,17/06/2024 16:24,track_order,S44595,Web,NORTH,427,1
AE00444,C0033,O00457,27/10/2025 22:48,chat_opened,S80276,Android,CENTRAL,444,1
AE00445,C0059,O00368,28/08/2024 18:45,search_route,S64535,Android,EAST,257,1
AE00446,C0363,BROWSE_SESSION,08/12/2024 21:41,delivery_instruction_update,S49168,iOS,SOUTH,295,1
AE00447,C0482,BROWSE_SESSION,27/05/2024 0:40,cancel_attempt,S25973,Android,AIRPORT,427,1
AE00448,C0116,O00640,03/06/2025 6:20,payment_retry,S60860,Web,WEST,696,1
AE00449,C0448,O01046,16/05/2025 16:42,track_order,S75654,Android,CENTRAL,354,1
AE00450,C0127,O00569,17/10/2024 16:23,cancel_attempt,S31505,Android,RIVERSIDE,481,1
AE00451,C0263,O00397,19/04/2024 20:58,payment_retry,S48520,Web,NORTH,566,1
AE00452,C0328,O01033,14/10/2025 21:53,payment_retry,S67845,Android,SOUTH,865,1
AE00453,C0533,O01050,07/01/2025 7:22,eta_refresh,S27396,Android,SOUTH,60,1
AE00454,C0319,BROWSE_SESSION,16/06/2024 7:27,cancel_attempt,S86441,Android,SOUTH,619,1
AE00455,C0185,BROWSE_SESSION,15/06/2025 6:13,delivery_instruction_update,S73947,iOS,RIVERSIDE,144,1
AE00456,C0065,O00468,26/08/2025 0:32,chat_opened,S41927,iOS,WEST,445,1
AE00457,C0646,BROWSE_SESSION,02/04/2025 8:36,payment_retry,S34228,Web,AIRPORT,881,1
AE00458,C0227,BROWSE_SESSION,08/02/2024 23:26,search_route,S49487,Android,NORTH,606,1
AE00459,C0530,O00259,01/05/2025 22:20,eta_refresh,S39920,Android,RIVERSIDE,633,1
AE00460,C0207,BROWSE_SESSION,08/04/2025 18:47,cancel_attempt,S22911,iOS,RIVERSIDE,253,1
AE00461,C0338,O00694,20/01/2025 13:17,search_route,S99353,Android,SOUTH,560,1
AE00462,C0306,O00871,08/07/2024 17:38,track_order,S25207,Web,AIRPORT,1403,1
AE00463,C0632,O00578,12/12/2025 16:29,search_route,S67860,iOS,WEST,459,1
AE00464,C0141,BROWSE_SESSION,13/06/2025 2:18,chat_opened,S99949,Android,EAST,498,1
AE00465,C0405,O00472,14/10/2024 12:40,payment_retry,S46496,Android,NORTH,289,1
AE00466,C0340,O00877,07/02/2025 4:03,delivery_instruction_update,S79340,iOS,NORTH,741,1
AE00467,C0020,O00568,16/11/2024 21:24,eta_refresh,S88112,Web,NORTH,72,1
AE00468,C0256,O00270,21/08/2025 17:49,chat_opened,S77533,Android,AIRPORT,386,1
AE00469,C0364,O00426,01/10/2025 2:21,chat_opened,S25925,Android,NORTH,230,1
AE00470,C0426,O00313,12/07/2024 14:41,chat_opened,S38146,iOS,NORTH,630,1
AE00471,C0483,BROWSE_SESSION,30/08/2024 13:38,track_order,S61566,iOS,RIVERSIDE,535,1
AE00472,C0598,O00433,03/08/2024 9:44,search_route,S33427,iOS,WEST,400,1
AE00473,C0237,O00215,30/01/2025 21:28,payment_retry,S43089,Android,CENTRAL,404,1
AE00474,C0395,O01240,06/11/2025 13:46,chat_opened,S54474,Android,WEST,476,1
AE00475,C0408,O00456,20/11/2025 4:29,track_order,S71913,iOS,SOUTH,763,1
AE00476,C0523,O00217,23/04/2024 5:35,track_order,S88872,Web,WEST,294,1
AE00477,C0266,BROWSE_SESSION,30/03/2024 19:25,delivery_instruction_update,S53022,iOS,AIRPORT,365,1
AE00478,C0629,O00162,04/08/2024 19:21,cancel_attempt,S92557,iOS,WEST,511,1
AE00479,C0607,O00836,09/01/2025 13:34,eta_refresh,S96851,iOS,WEST,266,1
AE00480,C0376,O00946,17/09/2025 13:25,eta_refresh,S83765,Web,WEST,655,1
AE00481,C0120,O00026,09/02/2025 9:36,eta_refresh,S31920,iOS,WEST,486,1
AE00482,C0538,O01053,25/05/2025 15:42,track_order,S90703,Android,CENTRAL,363,1
AE00483,C0220,O00464,05/08/2025 22:34,payment_retry,S60131,Android,NORTH,378,1
AE00484,C0409,O00954,08/09/2024 7:04,chat_opened,S54681,Android,EAST,366,1
AE00485,C0286,O00820,22/03/2025 14:00,search_route,S27241,iOS,CENTRAL,650,1
AE00486,C0642,O01090,24/11/2024 12:57,delivery_instruction_update,S44319,Web,EAST,445,1
AE00487,C0113,O00668,30/03/2024 3:51,search_route,S82488,Web,RIVERSIDE,407,1
AE00488,C0403,O00609,02/06/2025 2:06,payment_retry,S49774,iOS,NORTH,504,0
AE00489,C0216,O00923,06/09/2025 7:08,search_route,S25859,Web,AIRPORT,93,1
AE00490,C0092,O00951,16/11/2024 7:23,track_order,S49678,Android,CENTRAL,629,1
AE00491,C0280,O00387,28/10/2024 12:40,eta_refresh,S83479,iOS,EAST,379,1
AE00492,C0626,O00321,27/09/2025 14:21,chat_escalated,S90324,Web,CENTRAL,732,0
AE00493,C0032,O00014,16/10/2025 22:09,search_route,S81341,Android,WEST,609,1
AE00494,C0066,BROWSE_SESSION,17/12/2024 10:58,track_order,S87386,Android,EAST,204,1
AE00495,C0152,O00180,26/05/2025 14:42,eta_refresh,S19414,iOS,NORTH,461,1
AE00496,C0449,O00883,21/02/2024 7:36,chat_escalated,S79276,Android,SOUTH,699,1
AE00497,C0019,O00629,09/10/2024 4:18,search_route,S48419,Android,SOUTH,570,1
AE00498,C0621,BROWSE_SESSION,05/04/2025 12:19,chat_opened,S97305,iOS,AIRPORT,234,1
AE00499,C0067,BROWSE_SESSION,15/01/2025 23:40,track_order,S64477,Android,RIVERSIDE,322,1
AE00500,C0044,O01025,09/11/2025 5:18,cancel_attempt,S17169,Android,RIVERSIDE,401,1
AE00501,C0088,BROWSE_SESSION,21/03/2024 9:36,chat_opened,S85870,iOS,SOUTH,317,1
AE00502,C0298,O00586,11/06/2025 10:21,delivery_instruction_update,S37174,iOS,RIVERSIDE,339,1
AE00503,C0112,O00001,02/08/2024 12:35,delivery_instruction_update,S44209,Android,RIVERSIDE,204,1
AE00504,C0530,O00911,27/09/2024 20:14,eta_refresh,S26188,iOS,NORTH,650,1
AE00505,C0126,O00933,16/07/2025 13:22,delivery_instruction_update,S77180,Web,RIVERSIDE,60,1
AE00506,C0521,O00847,12/06/2025 23:24,search_route,S52317,Android,NORTH,746,1
AE00507,C0613,O00916,30/12/2025 23:05,eta_refresh,S75035,iOS,EAST,805,1
AE00508,C0247,BROWSE_SESSION,05/01/2024 3:05,search_route,S40964,iOS,AIRPORT,661,1
AE00509,C0408,O00111,01/09/2025 23:13,delivery_instruction_update,S54652,iOS,NORTH,558,1
AE00510,C0622,O01201,10/09/2025 5:05,chat_opened,S76345,Android,WEST,200,1
AE00511,C0603,O00263,23/02/2025 7:32,eta_refresh,S15323,Android,SOUTH,626,1
AE00512,C0089,O00210,09/04/2024 8:22,payment_retry,S31359,iOS,CENTRAL,171,1
AE00513,C0128,BROWSE_SESSION,15/12/2025 19:45,chat_escalated,S83961,Android,CENTRAL,387,0
AE00514,C0479,O00130,16/04/2024 7:25,track_order,S88181,Android,WEST,563,1
AE00515,C0239,O00552,10/08/2025 23:50,track_order,S66252,iOS,SOUTH,241,1
AE00516,C0054,O00305,19/08/2024 7:16,eta_refresh,S55049,Android,WEST,695,1
AE00517,C0089,O00288,06/01/2025 0:09,eta_refresh,S30949,Android,RIVERSIDE,358,1
AE00518,C0313,O00598,20/03/2025 18:15,cancel_attempt,S42373,Android,SOUTH,60,1
AE00519,C0425,O00482,13/03/2025 19:45,delivery_instruction_update,S91220,Android,SOUTH,472,1
AE00520,C0221,O00875,30/11/2025 11:23,delivery_instruction_update,S38093,iOS,SOUTH,60,1
AE00521,C0542,O01079,26/08/2024 3:38,eta_refresh,S43006,Android,AIRPORT,153,1
AE00522,C0495,O00380,09/01/2024 3:41,eta_refresh,S15468,iOS,AIRPORT,247,1
AE00523,C0212,BROWSE_SESSION,13/08/2025 15:36,delivery_instruction_update,S34133,Android,CENTRAL,990,1
AE00524,C0377,O00759,17/03/2024 2:17,chat_opened,S27328,iOS,AIRPORT,1468,1
AE00525,C0300,O01001,23/07/2025 15:34,delivery_instruction_update,S49936,Android,CENTRAL,716,1
AE00526,C0137,BROWSE_SESSION,21/04/2025 19:54,search_route,S25731,Android,SOUTH,313,1
AE00527,C0475,BROWSE_SESSION,06/10/2025 8:53,track_order,S58709,iOS,WEST,225,1
AE00528,C0502,O00032,28/02/2025 15:15,eta_refresh,S61761,Android,NORTH,376,1
AE00529,C0226,BROWSE_SESSION,17/01/2024 7:51,track_order,S67010,Web,SOUTH,810,1
AE00530,C0433,O00520,01/01/2024 10:39,eta_refresh,S29551,iOS,RIVERSIDE,279,1
AE00531,C0175,O00897,13/12/2025 19:30,payment_retry,S18824,iOS,EAST,298,0
AE00532,C0223,BROWSE_SESSION,13/04/2025 5:32,delivery_instruction_update,S23263,Web,WEST,420,1
AE00533,C0358,O00953,10/11/2024 3:21,eta_refresh,S56553,iOS,CENTRAL,662,1
AE00534,C0518,O00447,04/01/2024 16:24,eta_refresh,S59635,Android,NORTH,271,1
AE00535,C0133,O01234,23/05/2025 2:05,chat_opened,S28612,Android,AIRPORT,405,1
AE00536,C0317,BROWSE_SESSION,25/02/2025 5:22,eta_refresh,S46532,Android,CENTRAL,671,1
AE00537,C0124,O00394,10/08/2024 21:10,search_route,S68896,Android,SOUTH,431,1
AE00538,C0597,O00135,18/04/2024 11:43,delivery_instruction_update,S20205,iOS,EAST,666,1
AE00539,C0145,O00986,06/07/2024 23:30,track_order,S78417,Web,EAST,133,1
AE00540,C0094,BROWSE_SESSION,01/03/2024 14:58,chat_opened,S46627,Android,NORTH,347,1
AE00541,C0635,O00803,06/06/2024 20:52,track_order,S34716,iOS,RIVERSIDE,83,1
AE00542,C0508,O00291,28/09/2024 21:45,track_order,S86081,iOS,SOUTH,267,1
AE00543,C0176,O00002,26/06/2025 3:34,track_order,S74871,iOS,AIRPORT,244,1
AE00544,C0411,O00258,17/06/2024 1:39,chat_opened,S14020,iOS,CENTRAL,451,1
AE00545,C0019,O00640,23/10/2025 1:47,search_route,S93178,Android,CENTRAL,171,1
AE00546,C0041,O00050,18/07/2025 12:02,eta_refresh,S37605,Web,NORTH,242,1
AE00547,C0238,O00764,28/09/2024 4:05,chat_escalated,S36427,Android,RIVERSIDE,1138,0
AE00548,C0454,O00923,03/05/2024 13:22,chat_opened,S35306,Android,EAST,510,1
AE00549,C0442,O00287,29/08/2025 0:35,delivery_instruction_update,S64617,iOS,WEST,763,1
AE00550,C0388,O00923,15/08/2024 18:46,search_route,S46051,Android,NORTH,549,1
AE00551,C0013,O00455,15/06/2025 23:09,chat_opened,S84328,Android,RIVERSIDE,477,1
AE00552,C0616,O01232,28/07/2024 14:12,search_route,S47519,Android,SOUTH,671,1
AE00553,C0401,BROWSE_SESSION,13/08/2025 10:59,track_order,S41785,iOS,CENTRAL,104,1
AE00554,C0394,O01117,03/11/2024 5:42,track_order,S93872,Web,SOUTH,292,1
AE00555,C0108,BROWSE_SESSION,11/10/2025 17:50,track_order,S35202,Web,AIRPORT,904,1
AE00556,C0266,BROWSE_SESSION,13/02/2024 11:19,track_order,S17949,iOS,EAST,598,1
AE00557,C0187,O00982,13/02/2025 6:44,chat_opened,S54552,iOS,RIVERSIDE,720,1
AE00558,C0129,O01192,27/08/2024 13:04,payment_retry,S40376,iOS,EAST,603,1
AE00559,C0337,O01131,30/01/2024 7:36,chat_escalated,S93047,iOS,AIRPORT,426,0
AE00560,C0062,O01056,30/03/2025 12:44,chat_opened,S36308,Android,AIRPORT,60,1
AE00561,C0006,O00716,14/03/2024 20:26,chat_opened,S17807,Web,SOUTH,97,1
AE00562,C0291,O00100,17/05/2024 23:35,payment_retry,S45061,Android,SOUTH,567,0
AE00563,C0259,O00572,07/11/2025 23:10,search_route,S94354,iOS,EAST,424,1
AE00564,C0620,O00745,29/06/2025 18:33,track_order,S88208,Android,SOUTH,854,1
AE00565,C0260,O00177,19/09/2024 23:02,track_order,S51574,Web,SOUTH,351,1
AE00566,C0538,O00071,15/12/2024 9:29,chat_opened,S13907,iOS,AIRPORT,709,1
AE00567,C0403,BROWSE_SESSION,06/12/2025 13:13,delivery_instruction_update,S74491,Android,RIVERSIDE,838,1
